Notes,County,County Code,Drug/Alcohol Induced,Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Summit County, UT",49043,All other non-drug and non-alcohol causes,O,1494,437135,341.8
,"Tooele County, UT",49045,Drug-induced causes,D,176,711693,24.7
,"Tooele County, UT",49045,Alcohol-induced causes,A,67,711693,9.4
,"Tooele County, UT",49045,All other non-drug and non-alcohol causes,O,3678,711693,516.8
,"Uintah County, UT",49047,Drug-induced causes,D,74,389290,19
,"Uintah County, UT",49047,Alcohol-induced causes,A,89,389290,22.9
,"Uintah County, UT",49047,All other non-drug and non-alcohol causes,O,2440,389290,626.8
,"Utah County, UT",49049,Drug-induced causes,D,1055,6383868,16.5
,"Utah County, UT",49049,Alcohol-induced causes,A,220,6383868,3.4
,"Utah County, UT",49049,All other non-drug and non-alcohol causes,O,25185,6383868,394.5
,"Wasatch County, UT",49051,Drug-induced causes,D,39,321797,12.1
,"Wasatch County, UT",49051,Alcohol-induced causes,A,23,321797,7.1
,"Wasatch County, UT",49051,All other non-drug and non-alcohol causes,O,1419,321797,441
,"Washington County, UT",49053,Drug-induced causes,D,351,1740016,20.2
,"Washington County, UT",49053,Alcohol-induced causes,A,136,1740016,7.8
,"Washington County, UT",49053,All other non-drug and non-alcohol causes,O,13796,1740016,792.9
,"Wayne County, UT",49055,Drug-induced causes,D,Suppressed,29995,Suppressed
,"Wayne County, UT",49055,Alcohol-induced causes,A,Suppressed,29995,Suppressed
,"Wayne County, UT",49055,All other non-drug and non-alcohol causes,O,276,29995,920.2
,"Weber County, UT",49057,Drug-induced causes,D,702,2703494,26
,"Weber County, UT",49057,Alcohol-induced causes,A,291,2703494,10.8
,"Weber County, UT",49057,All other non-drug and non-alcohol causes,O,18124,2703494,670.4
,"Addison County, VT",50001,Drug-induced causes,D,49,405479,12.1
,"Addison County, VT",50001,Alcohol-induced causes,A,45,405479,11.1
,"Addison County, VT",50001,All other non-drug and non-alcohol causes,O,3385,405479,834.8
,"Bennington County, VT",50003,Drug-induced causes,D,77,398437,19.3
,"Bennington County, VT",50003,Alcohol-induced causes,A,83,398437,20.8
,"Bennington County, VT",50003,All other non-drug and non-alcohol causes,O,4807,398437,1206.5
,"Caledonia County, VT",50005,Drug-induced causes,D,61,336929,18.1
,"Caledonia County, VT",50005,Alcohol-induced causes,A,52,336929,15.4
,"Caledonia County, VT",50005,All other non-drug and non-alcohol causes,O,3320,336929,985.4
,"Chittenden County, VT",50007,Drug-induced causes,D,281,1770523,15.9
,"Chittenden County, VT",50007,Alcohol-induced causes,A,216,1770523,12.2
,"Chittenden County, VT",50007,All other non-drug and non-alcohol causes,O,11621,1770523,656.4
,"Essex County, VT",50009,Drug-induced causes,D,12,68264,Unreliable
,"Essex County, VT",50009,Alcohol-induced causes,A,14,68264,Unreliable
,"Essex County, VT",50009,All other non-drug and non-alcohol causes,O,736,68264,1078.2
,"Franklin County, VT",50011,Drug-induced causes,D,100,536256,18.6
,"Franklin County, VT",50011,Alcohol-induced causes,A,74,536256,13.8
,"Franklin County, VT",50011,All other non-drug and non-alcohol causes,O,4444,536256,828.7
,"Grand Isle County, VT",50013,Drug-induced causes,D,13,77137,Unreliable
,"Grand Isle County, VT",50013,Alcohol-induced causes,A,Suppressed,77137,Suppressed
,"Grand Isle County, VT",50013,All other non-drug and non-alcohol causes,O,634,77137,821.9
,"Lamoille County, VT",50015,Drug-induced causes,D,41,276191,14.8
,"Lamoille County, VT",50015,Alcohol-induced causes,A,41,276191,14.8
,"Lamoille County, VT",50015,All other non-drug and non-alcohol causes,O,2144,276191,776.3
,"Orange County, VT",50017,Drug-induced causes,D,55,318160,17.3
,"Orange County, VT",50017,Alcohol-induced causes,A,45,318160,14.1
,"Orange County, VT",50017,All other non-drug and non-alcohol causes,O,2808,318160,882.6
,"Orleans County, VT",50019,Drug-induced causes,D,53,297409,17.8
,"Orleans County, VT",50019,Alcohol-induced causes,A,64,297409,21.5
,"Orleans County, VT",50019,All other non-drug and non-alcohol causes,O,3365,297409,1131.4
,"Rutland County, VT",50021,Drug-induced causes,D,155,657268,23.6
,"Rutland County, VT",50021,Alcohol-induced causes,A,135,657268,20.5
,"Rutland County, VT",50021,All other non-drug and non-alcohol causes,O,7362,657268,1120.1
,"Washington County, VT",50023,Drug-induced causes,D,118,647225,18.2
,"Washington County, VT",50023,Alcohol-induced causes,A,96,647225,14.8
,"Washington County, VT",50023,All other non-drug and non-alcohol causes,O,5789,647225,894.4
,"Windham County, VT",50025,Drug-induced causes,D,146,476728,30.6
,"Windham County, VT",50025,Alcohol-induced causes,A,84,476728,17.6
,"Windham County, VT",50025,All other non-drug and non-alcohol causes,O,4787,476728,1004.1
,"Windsor County, VT",50027,Drug-induced causes,D,154,613297,25.1
,"Windsor County, VT",50027,Alcohol-induced causes,A,89,613297,14.5
,"Windsor County, VT",50027,All other non-drug and non-alcohol causes,O,6281,613297,1024.1
,"Accomack County, VA",51001,Drug-induced causes,D,50,361441,13.8
,"Accomack County, VA",51001,Alcohol-induced causes,A,51,361441,14.1
,"Accomack County, VA",51001,All other non-drug and non-alcohol causes,O,4827,361441,1335.5
,"Albemarle County, VA",51003,Drug-induced causes,D,80,1158246,6.9
,"Albemarle County, VA",51003,Alcohol-induced causes,A,72,1158246,6.2
,"Albemarle County, VA",51003,All other non-drug and non-alcohol causes,O,8847,1158246,763.8
,"Alleghany County, VA",51005,Drug-induced causes,D,24,171501,14
,"Alleghany County, VA",51005,Alcohol-induced causes,A,24,171501,14
,"Alleghany County, VA",51005,All other non-drug and non-alcohol causes,O,2394,171501,1395.9
,"Amelia County, VA",51007,Drug-induced causes,D,22,141862,15.5
,"Amelia County, VA",51007,Alcohol-induced causes,A,Suppressed,141862,Suppressed
,"Amelia County, VA",51007,All other non-drug and non-alcohol causes,O,1606,141862,1132.1
,"Amherst County, VA",51009,Drug-induced causes,D,33,351202,9.4
,"Amherst County, VA",51009,Alcohol-induced causes,A,35,351202,10
,"Amherst County, VA",51009,All other non-drug and non-alcohol causes,O,3784,351202,1077.4
,"Appomattox County, VA",51011,Drug-induced causes,D,14,170041,Unreliable
,"Appomattox County, VA",51011,Alcohol-induced causes,A,18,170041,Unreliable
,"Appomattox County, VA",51011,All other non-drug and non-alcohol causes,O,1899,170041,1116.8
,"Arlington County, VA",51013,Drug-induced causes,D,185,2505151,7.4
,"Arlington County, VA",51013,Alcohol-induced causes,A,117,2505151,4.7
,"Arlington County, VA",51013,All other non-drug and non-alcohol causes,O,10043,2505151,400.9
,"Augusta County, VA",51015,Drug-induced causes,D,120,820745,14.6
,"Augusta County, VA",51015,Alcohol-induced causes,A,78,820745,9.5
,"Augusta County, VA",51015,All other non-drug and non-alcohol causes,O,7567,820745,922
,"Bath County, VA",51017,Drug-induced causes,D,Suppressed,49020,Suppressed
,"Bath County, VA",51017,Alcohol-induced causes,A,Suppressed,49020,Suppressed
,"Bath County, VA",51017,All other non-drug and non-alcohol causes,O,749,49020,1527.9
,"Bedford County, VA",51019,Drug-induced causes,D,113,825133,13.7
,"Bedford County, VA",51019,Alcohol-induced causes,A,74,825133,9
,"Bedford County, VA",51019,All other non-drug and non-alcohol causes,O,8118,825133,983.8
,"Bland County, VA",51021,Drug-induced causes,D,19,71976,Unreliable
,"Bland County, VA",51021,Alcohol-induced causes,A,Suppressed,71976,Suppressed
,"Bland County, VA",51021,All other non-drug and non-alcohol causes,O,911,71976,1265.7
,"Botetourt County, VA",51023,Drug-induced causes,D,50,365431,13.7
,"Botetourt County, VA",51023,Alcohol-induced causes,A,24,365431,6.6
,"Botetourt County, VA",51023,All other non-drug and non-alcohol causes,O,3643,365431,996.9
,"Brunswick County, VA",51025,Drug-induced causes,D,23,182956,12.6
,"Brunswick County, VA",51025,Alcohol-induced causes,A,18,182956,Unreliable
,"Brunswick County, VA",51025,All other non-drug and non-alcohol causes,O,2205,182956,1205.2
,"Buchanan County, VA",51027,Drug-induced causes,D,92,247547,37.2
,"Buchanan County, VA",51027,Alcohol-induced causes,A,24,247547,9.7
,"Buchanan County, VA",51027,All other non-drug and non-alcohol causes,O,3332,247547,1346
,"Buckingham County, VA",51029,Drug-induced causes,D,10,188021,Unreliable
,"Buckingham County, VA",51029,Alcohol-induced causes,A,12,188021,Unreliable
,"Buckingham County, VA",51029,All other non-drug and non-alcohol causes,O,1776,188021,944.6
,"Campbell County, VA",51031,Drug-induced causes,D,73,605367,12.1
,"Campbell County, VA",51031,Alcohol-induced causes,A,56,605367,9.3
,"Campbell County, VA",51031,All other non-drug and non-alcohol causes,O,5976,605367,987.2
,"Caroline County, VA",51033,Drug-induced causes,D,62,328247,18.9
,"Caroline County, VA",51033,Alcohol-induced causes,A,31,328247,9.4
,"Caroline County, VA",51033,All other non-drug and non-alcohol causes,O,2910,328247,886.5
,"Carroll County, VA",51035,Drug-induced causes,D,46,327842,14
,"Carroll County, VA",51035,Alcohol-induced causes,A,35,327842,10.7
,"Carroll County, VA",51035,All other non-drug and non-alcohol causes,O,4049,327842,1235
,"Charles City County, VA",51036,Drug-induced causes,D,14,77647,Unreliable
,"Charles City County, VA",51036,Alcohol-induced causes,A,Suppressed,77647,Suppressed
,"Charles City County, VA",51036,All other non-drug and non-alcohol causes,O,878,77647,1130.8
,"Charlotte County, VA",51037,Drug-induced causes,D,20,134112,14.9
,"Charlotte County, VA",51037,Alcohol-induced causes,A,13,134112,Unreliable
,"Charlotte County, VA",51037,All other non-drug and non-alcohol causes,O,1727,134112,1287.7
,"Chesterfield County, VA",51041,Drug-induced causes,D,626,3698511,16.9
,"Chesterfield County, VA",51041,Alcohol-induced causes,A,216,3698511,5.8
,"Chesterfield County, VA",51041,All other non-drug and non-alcohol causes,O,25344,3698511,685.2
,"Clarke County, VA",51043,Drug-induced causes,D,24,158395,15.2
,"Clarke County, VA",51043,Alcohol-induced causes,A,18,158395,Unreliable
,"Clarke County, VA",51043,All other non-drug and non-alcohol causes,O,1659,158395,1047.4
,"Craig County, VA",51045,Drug-induced causes,D,Suppressed,56649,Suppressed
,"Craig County, VA",51045,Alcohol-induced causes,A,Suppressed,56649,Suppressed
,"Craig County, VA",51045,All other non-drug and non-alcohol causes,O,590,56649,1041.5
,"Culpeper County, VA",51047,Drug-induced causes,D,132,548578,24.1
,"Culpeper County, VA",51047,Alcohol-induced causes,A,55,548578,10
,"Culpeper County, VA",51047,All other non-drug and non-alcohol causes,O,4341,548578,791.3
,"Cumberland County, VA",51049,Drug-induced causes,D,14,108394,Unreliable
,"Cumberland County, VA",51049,Alcohol-induced causes,A,Suppressed,108394,Suppressed
,"Cumberland County, VA",51049,All other non-drug and non-alcohol causes,O,1038,108394,957.6
,"Dickenson County, VA",51051,Drug-induced causes,D,74,165912,44.6
,"Dickenson County, VA",51051,Alcohol-induced causes,A,18,165912,Unreliable
,"Dickenson County, VA",51051,All other non-drug and non-alcohol causes,O,2281,165912,1374.8
,"Dinwiddie County, VA",51053,Drug-induced causes,D,42,309641,13.6
,"Dinwiddie County, VA",51053,Alcohol-induced causes,A,22,309641,7.1
,"Dinwiddie County, VA",51053,All other non-drug and non-alcohol causes,O,2875,309641,928.5
,"Essex County, VA",51057,Drug-induced causes,D,11,122017,Unreliable
,"Essex County, VA",51057,Alcohol-induced causes,A,19,122017,Unreliable
,"Essex County, VA",51057,All other non-drug and non-alcohol causes,O,1443,122017,1182.6
,"Fairfax County, VA",51059,Drug-induced causes,D,920,12447975,7.4
,"Fairfax County, VA",51059,Alcohol-induced causes,A,556,12447975,4.5
,"Fairfax County, VA",51059,All other non-drug and non-alcohol causes,O,54397,12447975,437
,"Fauquier County, VA",51061,Drug-induced causes,D,145,753845,19.2
,"Fauquier County, VA",51061,Alcohol-induced causes,A,77,753845,10.2
,"Fauquier County, VA",51061,All other non-drug and non-alcohol causes,O,5775,753845,766.1
,"Floyd County, VA",51063,Drug-induced causes,D,17,171611,Unreliable
,"Floyd County, VA",51063,Alcohol-induced causes,A,21,171611,12.2
,"Floyd County, VA",51063,All other non-drug and non-alcohol causes,O,1783,171611,1039
,"Fluvanna County, VA",51065,Drug-induced causes,D,22,290221,7.6
,"Fluvanna County, VA",51065,Alcohol-induced causes,A,17,290221,Unreliable
,"Fluvanna County, VA",51065,All other non-drug and non-alcohol causes,O,2347,290221,808.7
,"Franklin County, VA",51067,Drug-induced causes,D,133,618864,21.5
,"Franklin County, VA",51067,Alcohol-induced causes,A,82,618864,13.3
,"Franklin County, VA",51067,All other non-drug and non-alcohol causes,O,6366,618864,1028.7
,"Frederick County, VA",51069,Drug-induced causes,D,184,924875,19.9
,"Frederick County, VA",51069,Alcohol-induced causes,A,89,924875,9.6
,"Frederick County, VA",51069,All other non-drug and non-alcohol causes,O,7311,924875,790.5
,"Giles County, VA",51071,Drug-induced causes,D,44,185707,23.7
,"Giles County, VA",51071,Alcohol-induced causes,A,23,185707,12.4
,"Giles County, VA",51071,All other non-drug and non-alcohol causes,O,2496,185707,1344.1
,"Gloucester County, VA",51073,Drug-induced causes,D,74,408425,18.1
,"Gloucester County, VA",51073,Alcohol-induced causes,A,43,408425,10.5
,"Gloucester County, VA",51073,All other non-drug and non-alcohol causes,O,4175,408425,1022.2
,"Goochland County, VA",51075,Drug-induced causes,D,31,247543,12.5
,"Goochland County, VA",51075,Alcohol-induced causes,A,15,247543,Unreliable
,"Goochland County, VA",51075,All other non-drug and non-alcohol causes,O,2112,247543,853.2
,"Grayson County, VA",51077,Drug-induced causes,D,18,169756,Unreliable
,"Grayson County, VA",51077,Alcohol-induced causes,A,20,169756,11.8
,"Grayson County, VA",51077,All other non-drug and non-alcohol causes,O,2308,169756,1359.6
,"Greene County, VA",51079,Drug-induced causes,D,24,211543,11.3
,"Greene County, VA",51079,Alcohol-induced causes,A,14,211543,Unreliable
,"Greene County, VA",51079,All other non-drug and non-alcohol causes,O,1667,211543,788
,"Greensville County, VA",51081,Drug-induced causes,D,20,129286,15.5
,"Greensville County, VA",51081,Alcohol-induced causes,A,Suppressed,129286,Suppressed
,"Greensville County, VA",51081,All other non-drug and non-alcohol causes,O,1524,129286,1178.8
,"Halifax County, VA",51083,Drug-induced causes,D,44,385091,11.4
,"Halifax County, VA",51083,Alcohol-induced causes,A,43,385091,11.2
,"Halifax County, VA",51083,All other non-drug and non-alcohol causes,O,5213,385091,1353.7
,"Hanover County, VA",51085,Drug-induced causes,D,171,1140930,15
,"Hanover County, VA",51085,Alcohol-induced causes,A,60,1140930,5.3
,"Hanover County, VA",51085,All other non-drug and non-alcohol causes,O,9760,1140930,855.4
,"Henrico County, VA",51087,Drug-induced causes,D,560,3546246,15.8
,"Henrico County, VA",51087,Alcohol-induced causes,A,218,3546246,6.1
,"Henrico County, VA",51087,All other non-drug and non-alcohol causes,O,29399,3546246,829
,"Henry County, VA",51089,Drug-induced causes,D,153,571931,26.8
,"Henry County, VA",51089,Alcohol-induced causes,A,65,571931,11.4
,"Henry County, VA",51089,All other non-drug and non-alcohol causes,O,7632,571931,1334.4
,"Highland County, VA",51091,Drug-induced causes,D,Suppressed,24538,Suppressed
,"Highland County, VA",51091,Alcohol-induced causes,A,Suppressed,24538,Suppressed
,"Highland County, VA",51091,All other non-drug and non-alcohol causes,O,304,24538,1238.9
,"Isle of Wight County, VA",51093,Drug-induced causes,D,52,398937,13
,"Isle of Wight County, VA",51093,Alcohol-induced causes,A,36,398937,9
,"Isle of Wight County, VA",51093,All other non-drug and non-alcohol causes,O,3810,398937,955
,"James City County, VA",51095,Drug-induced causes,D,83,800882,10.4
,"James City County, VA",51095,Alcohol-induced causes,A,73,800882,9.1
,"James City County, VA",51095,All other non-drug and non-alcohol causes,O,7760,800882,968.9
,"King and Queen County, VA",51097,Drug-induced causes,D,13,77622,Unreliable
,"King and Queen County, VA",51097,Alcohol-induced causes,A,Suppressed,77622,Suppressed
,"King and Queen County, VA",51097,All other non-drug and non-alcohol causes,O,921,77622,1186.5
,"King George County, VA",51099,Drug-induced causes,D,66,281170,23.5
,"King George County, VA",51099,Alcohol-induced causes,A,17,281170,Unreliable
,"King George County, VA",51099,All other non-drug and non-alcohol causes,O,1849,281170,657.6
,"King William County, VA",51101,Drug-induced causes,D,35,181219,19.3
,"King William County, VA",51101,Alcohol-induced causes,A,18,181219,Unreliable
,"King William County, VA",51101,All other non-drug and non-alcohol causes,O,1607,181219,886.8
,"Lancaster County, VA",51103,Drug-induced causes,D,19,120830,Unreliable
,"Lancaster County, VA",51103,Alcohol-induced causes,A,19,120830,Unreliable
,"Lancaster County, VA",51103,All other non-drug and non-alcohol causes,O,2264,120830,1873.7
,"Lee County, VA",51105,Drug-induced causes,D,59,269224,21.9
,"Lee County, VA",51105,Alcohol-induced causes,A,30,269224,11.1
,"Lee County, VA",51105,All other non-drug and non-alcohol causes,O,3307,269224,1228.3
,"Loudoun County, VA",51107,Drug-induced causes,D,294,4090169,7.2
,"Loudoun County, VA",51107,Alcohol-induced causes,A,147,4090169,3.6
,"Loudoun County, VA",51107,All other non-drug and non-alcohol causes,O,13960,4090169,341.3
,"Louisa County, VA",51109,Drug-induced causes,D,65,386470,16.8
,"Louisa County, VA",51109,Alcohol-induced causes,A,32,386470,8.3
,"Louisa County, VA",51109,All other non-drug and non-alcohol causes,O,3496,386470,904.6
,"Lunenburg County, VA",51111,Drug-induced causes,D,11,136725,Unreliable
,"Lunenburg County, VA",51111,Alcohol-induced causes,A,12,136725,Unreliable
,"Lunenburg County, VA",51111,All other non-drug and non-alcohol causes,O,1633,136725,1194.4
,"Madison County, VA",51113,Drug-induced causes,D,25,145391,17.2
,"Madison County, VA",51113,Alcohol-induced causes,A,14,145391,Unreliable
,"Madison County, VA",51113,All other non-drug and non-alcohol causes,O,1584,145391,1089.5
,"Mathews County, VA",51115,Drug-induced causes,D,14,97382,Unreliable
,"Mathews County, VA",51115,Alcohol-induced causes,A,12,97382,Unreliable
,"Mathews County, VA",51115,All other non-drug and non-alcohol causes,O,1326,97382,1361.6
,"Mecklenburg County, VA",51117,Drug-induced causes,D,50,344291,14.5
,"Mecklenburg County, VA",51117,Alcohol-induced causes,A,38,344291,11
,"Mecklenburg County, VA",51117,All other non-drug and non-alcohol causes,O,4933,344291,1432.8
,"Middlesex County, VA",51119,Drug-induced causes,D,16,118076,Unreliable
,"Middlesex County, VA",51119,Alcohol-induced causes,A,23,118076,19.5
,"Middlesex County, VA",51119,All other non-drug and non-alcohol causes,O,1740,118076,1473.6
,"Montgomery County, VA",51121,Drug-induced causes,D,112,1068104,10.5
,"Montgomery County, VA",51121,Alcohol-induced causes,A,64,1068104,6
,"Montgomery County, VA",51121,All other non-drug and non-alcohol causes,O,6677,1068104,625.1
,"Nelson County, VA",51125,Drug-induced causes,D,20,163701,12.2
,"Nelson County, VA",51125,Alcohol-induced causes,A,16,163701,Unreliable
,"Nelson County, VA",51125,All other non-drug and non-alcohol causes,O,2024,163701,1236.4
,"New Kent County, VA",51127,Drug-induced causes,D,32,228299,14
,"New Kent County, VA",51127,Alcohol-induced causes,A,24,228299,10.5
,"New Kent County, VA",51127,All other non-drug and non-alcohol causes,O,1737,228299,760.8
,"Northampton County, VA",51131,Drug-induced causes,D,21,132496,15.8
,"Northampton County, VA",51131,Alcohol-induced causes,A,16,132496,Unreliable
,"Northampton County, VA",51131,All other non-drug and non-alcohol causes,O,2043,132496,1541.9
,"Northumberland County, VA",51133,Drug-induced causes,D,17,134628,Unreliable
,"Northumberland County, VA",51133,Alcohol-induced causes,A,19,134628,Unreliable
,"Northumberland County, VA",51133,All other non-drug and non-alcohol causes,O,1944,134628,1444
,"Nottoway County, VA",51135,Drug-induced causes,D,17,171389,Unreliable
,"Nottoway County, VA",51135,Alcohol-induced causes,A,13,171389,Unreliable
,"Nottoway County, VA",51135,All other non-drug and non-alcohol causes,O,2223,171389,1297
,"Orange County, VA",51137,Drug-induced causes,D,109,389761,28
,"Orange County, VA",51137,Alcohol-induced causes,A,41,389761,10.5
,"Orange County, VA",51137,All other non-drug and non-alcohol causes,O,4085,389761,1048.1
,"Page County, VA",51139,Drug-induced causes,D,54,262443,20.6
,"Page County, VA",51139,Alcohol-induced causes,A,35,262443,13.3
,"Page County, VA",51139,All other non-drug and non-alcohol causes,O,3210,262443,1223.1
,"Patrick County, VA",51141,Drug-induced causes,D,51,198370,25.7
,"Patrick County, VA",51141,Alcohol-induced causes,A,23,198370,11.6
,"Patrick County, VA",51141,All other non-drug and non-alcohol causes,O,2813,198370,1418.1
,"Pittsylvania County, VA",51143,Drug-induced causes,D,110,680258,16.2
,"Pittsylvania County, VA",51143,Alcohol-induced causes,A,61,680258,9
,"Pittsylvania County, VA",51143,All other non-drug and non-alcohol causes,O,7759,680258,1140.6
,"Powhatan County, VA",51145,Drug-induced causes,D,47,315051,14.9
,"Powhatan County, VA",51145,Alcohol-induced causes,A,21,315051,6.7
,"Powhatan County, VA",51145,All other non-drug and non-alcohol causes,O,2259,315051,717
,"Prince Edward County, VA",51147,Drug-induced causes,D,24,253380,9.5
,"Prince Edward County, VA",51147,Alcohol-induced causes,A,14,253380,Unreliable
,"Prince Edward County, VA",51147,All other non-drug and non-alcohol causes,O,2544,253380,1004
,"Prince George County, VA",51149,Drug-induced causes,D,46,412444,11.2
,"Prince George County, VA",51149,Alcohol-induced causes,A,22,412444,5.3
,"Prince George County, VA",51149,All other non-drug and non-alcohol causes,O,2552,412444,618.8
,"Prince William County, VA",51153,Drug-induced causes,D,555,4919804,11.3
,"Prince William County, VA",51153,Alcohol-induced causes,A,234,4919804,4.8
,"Prince William County, VA",51153,All other non-drug and non-alcohol causes,O,19719,4919804,400.8
,"Pulaski County, VA",51155,Drug-induced causes,D,98,377791,25.9
,"Pulaski County, VA",51155,Alcohol-induced causes,A,59,377791,15.6
,"Pulaski County, VA",51155,All other non-drug and non-alcohol causes,O,4850,377791,1283.8
,"Rappahannock County, VA",51157,Drug-induced causes,D,20,81081,24.7
,"Rappahannock County, VA",51157,Alcohol-induced causes,A,Suppressed,81081,Suppressed
,"Rappahannock County, VA",51157,All other non-drug and non-alcohol causes,O,744,81081,917.6
,"Richmond County, VA",51159,Drug-induced causes,D,17,99141,Unreliable
,"Richmond County, VA",51159,Alcohol-induced causes,A,11,99141,Unreliable
,"Richmond County, VA",51159,All other non-drug and non-alcohol causes,O,1262,99141,1272.9
,"Roanoke County, VA",51161,Drug-induced causes,D,181,1030264,17.6
,"Roanoke County, VA",51161,Alcohol-induced causes,A,102,1030264,9.9
,"Roanoke County, VA",51161,All other non-drug and non-alcohol causes,O,10810,1030264,1049.2
,"Rockbridge County, VA",51163,Drug-induced causes,D,28,247197,11.3
,"Rockbridge County, VA",51163,Alcohol-induced causes,A,16,247197,Unreliable
,"Rockbridge County, VA",51163,All other non-drug and non-alcohol causes,O,2793,247197,1129.9
,"Rockingham County, VA",51165,Drug-induced causes,D,70,870308,8
,"Rockingham County, VA",51165,Alcohol-induced causes,A,60,870308,6.9
,"Rockingham County, VA",51165,All other non-drug and non-alcohol causes,O,7844,870308,901.3
,"Russell County, VA",51167,Drug-induced causes,D,78,304668,25.6
,"Russell County, VA",51167,Alcohol-induced causes,A,29,304668,9.5
,"Russell County, VA",51167,All other non-drug and non-alcohol causes,O,3883,304668,1274.5
,"Scott County, VA",51169,Drug-induced causes,D,45,244758,18.4
,"Scott County, VA",51169,Alcohol-induced causes,A,34,244758,13.9
,"Scott County, VA",51169,All other non-drug and non-alcohol causes,O,3543,244758,1447.6
,"Shenandoah County, VA",51171,Drug-induced causes,D,87,473178,18.4
,"Shenandoah County, VA",51171,Alcohol-induced causes,A,47,473178,9.9
,"Shenandoah County, VA",51171,All other non-drug and non-alcohol causes,O,5228,473178,1104.9
,"Smyth County, VA",51173,Drug-induced causes,D,64,343016,18.7
,"Smyth County, VA",51173,Alcohol-induced causes,A,52,343016,15.2
,"Smyth County, VA",51173,All other non-drug and non-alcohol causes,O,4832,343016,1408.7
,"Southampton County, VA",51175,Drug-induced causes,D,21,198343,10.6
,"Southampton County, VA",51175,Alcohol-induced causes,A,21,198343,10.6
,"Southampton County, VA",51175,All other non-drug and non-alcohol causes,O,2008,198343,1012.4
,"Spotsylvania County, VA",51177,Drug-induced causes,D,254,1433364,17.7
,"Spotsylvania County, VA",51177,Alcohol-induced causes,A,84,1433364,5.9
,"Spotsylvania County, VA",51177,All other non-drug and non-alcohol causes,O,9398,1433364,655.7
,"Stafford County, VA",51179,Drug-induced causes,D,209,1564829,13.4
,"Stafford County, VA",51179,Alcohol-induced causes,A,61,1564829,3.9
,"Stafford County, VA",51179,All other non-drug and non-alcohol causes,O,7638,1564829,488.1
,"Surry County, VA",51181,Drug-induced causes,D,Suppressed,73462,Suppressed
,"Surry County, VA",51181,Alcohol-induced causes,A,12,73462,Unreliable
,"Surry County, VA",51181,All other non-drug and non-alcohol causes,O,834,73462,1135.3
,"Sussex County, VA",51183,Drug-induced causes,D,12,127636,Unreliable
,"Sussex County, VA",51183,Alcohol-induced causes,A,10,127636,Unreliable
,"Sussex County, VA",51183,All other non-drug and non-alcohol causes,O,1506,127636,1179.9
,"Tazewell County, VA",51185,Drug-induced causes,D,168,469739,35.8
,"Tazewell County, VA",51185,Alcohol-induced causes,A,59,469739,12.6
,"Tazewell County, VA",51185,All other non-drug and non-alcohol causes,O,6693,469739,1424.8
,"Warren County, VA",51187,Drug-induced causes,D,128,429523,29.8
,"Warren County, VA",51187,Alcohol-induced causes,A,62,429523,14.4
,"Warren County, VA",51187,All other non-drug and non-alcohol causes,O,3944,429523,918.2
,"Washington County, VA",51191,Drug-induced causes,D,92,599558,15.3
,"Washington County, VA",51191,Alcohol-induced causes,A,64,599558,10.7
,"Washington County, VA",51191,All other non-drug and non-alcohol causes,O,7007,599558,1168.7
,"Westmoreland County, VA",51193,Drug-induced causes,D,44,194657,22.6
,"Westmoreland County, VA",51193,Alcohol-induced causes,A,28,194657,14.4
,"Westmoreland County, VA",51193,All other non-drug and non-alcohol causes,O,2445,194657,1256.1
,"Wise County, VA",51195,Drug-induced causes,D,146,434592,33.6
,"Wise County, VA",51195,Alcohol-induced causes,A,54,434592,12.4
,"Wise County, VA",51195,All other non-drug and non-alcohol causes,O,5539,434592,1274.5
,"Wythe County, VA",51197,Drug-induced causes,D,71,319230,22.2
,"Wythe County, VA",51197,Alcohol-induced causes,A,38,319230,11.9
,"Wythe County, VA",51197,All other non-drug and non-alcohol causes,O,4163,319230,1304.1
,"York County, VA",51199,Drug-induced causes,D,85,739232,11.5
,"York County, VA",51199,Alcohol-induced causes,A,48,739232,6.5
,"York County, VA",51199,All other non-drug and non-alcohol causes,O,4593,739232,621.3
,"Alexandria city, VA",51510,Drug-induced causes,D,154,1678068,9.2
,"Alexandria city, VA",51510,Alcohol-induced causes,A,87,1678068,5.2
,"Alexandria city, VA",51510,All other non-drug and non-alcohol causes,O,7827,1678068,466.4
,"Bedford city, VA",51515,Drug-induced causes,D,Suppressed,24315,Suppressed
,"Bedford city, VA",51515,Alcohol-induced causes,A,Suppressed,24315,Suppressed
,"Bedford city, VA",51515,All other non-drug and non-alcohol causes,O,343,24315,1410.7
,"Bristol city, VA",51520,Drug-induced causes,D,42,189236,22.2
,"Bristol city, VA",51520,Alcohol-induced causes,A,35,189236,18.5
,"Bristol city, VA",51520,All other non-drug and non-alcohol causes,O,3068,189236,1621.3
,"Buena Vista city, VA",51530,Drug-induced causes,D,Suppressed,71790,Suppressed
,"Buena Vista city, VA",51530,Alcohol-induced causes,A,Suppressed,71790,Suppressed
,"Buena Vista city, VA",51530,All other non-drug and non-alcohol causes,O,865,71790,1204.9
,"Charlottesville city, VA",51540,Drug-induced causes,D,47,504745,9.3
,"Charlottesville city, VA",51540,Alcohol-induced causes,A,49,504745,9.7
